PAGE,PAPER_LINK,PAPER_TITLE,PAPER_ABSTRACT
2,https://www.medrxiv.org/content/10.1101/2024.04.23.24306205v1,Quantitative bias analysis methods for summary level epidemiologic data in the peer-reviewed literature: a systematic review,"AbstractObjective: Quantitative bias analysis (QBA) methods evaluate the impact of biases arising from systematic errors on observational study results. This systematic review aimed to summarize the range and characteristics of quantitative bias analysis (QBA) methods for summary level data published in the peer-reviewed literature.
Study Design and Setting: We searched MEDLINE, Embase, Scopus, and Web of Science for English-language articles describing QBA methods. For each QBA method, we recorded key characteristics, including applicable study designs, bias(es) addressed; bias parameters, and publicly available software. The study protocol was pre-registered on the Open Science Framework (https://osf.io/ue6vm/).
Results: Our search identified 10,249 records, of which 53 were articles describing 57 QBA methods for summary level data. Of the 57 QBA methods, 51 (89%) were explicitly designed for observational studies, 2 (4%) for non-randomized interventional studies, and 4 (7%) for meta-analyses. There were 29 (51%) QBA methods that addressed unmeasured confounding, 20 (35%) misclassification bias, 5 (9%) selection bias, and 3 (5%) multiple biases. 38 (67%) QBA methods were designed to generate bias-adjusted effect estimates and 18 (32%) were designed to describe how bias could explain away observed findings. 22 (39%) articles provided code or online tools to implement the QBA methods. 
Conclusion: In this systematic review, we identified a total of 57 QBA methods for summary level epidemiologic data published in the peer-reviewed literature. Future investigators can use this systematic review to identify different QBA methods for summary level epidemiologic data."
2,https://www.medrxiv.org/content/10.1101/2024.04.23.24306012v1,Swiss-Austrian VEry Preterm Infant Transition Systematic Review (SAVE-T): Transition to home: improving outcomes of children and families - a systematic review protocol,"AbstractBackground: Medical progress has significantly improved the survival rates of very preterm-born infants in recent decades. Nevertheless, these infants are still at increased risk for long-term impairments as compared to term-born infants. This situation often leaves parents coping with anxiety and a sense of unpreparedness, as they navigate the transition to home. While the homecoming of a preterm born infant is long awaited and brings relief to families, it also marks the end of intensive monitoring and highly specialized professional care. Correspondingly, the World Health Organisation (WHO) advocates for additional support for parents of preterm infants following the transition to home. According to the WHO, preparation for this transition yields positive effects on crucial aspects such as nutrition, parent-child interaction, and parental well-being. Consequently, we aimed to provide an overview of existing transition to home interventions and their efficacy, by conducting a systematic review of the literature. 
Methods: We will perform a systematic review of interventions aiming at improving the transition to home process for very preterm-born infants and their parents and will search the following databases: Cochrane, Medline, CINAHL, EMBASE, and PsycINFO. Our main aim is to provide an overview over the existing interventions, and their efficacy. Thus, we will not predefine specific outcomes, but we will describe, assess and summarize the outcomes of the included studies. 
Discussion: This systematic literature review aims to provide a comprehensive overview of current interventions designed to improve the transition from hospital to home. Subsequently, it will show the individual effect of these interventions and pool effect sizes if possible. The most promising interventions will then be combined and used as the basis of a subsequent randomized controlled trial of a new transition to home intervention.
Systematic review registration: The systematic review protocol was registered with the International Prospective Register of Systematic Reviews (PROSPERO) on August 30, 2023. PROSPERO CRD42023455401"
2,https://www.medrxiv.org/content/10.1101/2024.04.23.24305972v1,Assessing Seroprevalence of SARS-CoV-2 Antibodies Among US College Students after School Reopening,"AbstractObjective:
	This study assessed the seroprevalence of SARS-CoV-2 antibodies at two timepoints to evaluate the effectiveness of COVID-19 precautions in two colleges.
Participants:
	The study enrolled students, faculty, and staff from Covenant and Geneva Colleges.
Methods:
	During the fall of 2020 the Mayo Clinic Vaccine Research Group partnered with Vibrant America to hand out self-administered finger stick antibody tests at the start of the fall semester and again two months later.
Results:
The study enrolled 305 participants from Covenant and 671 from Geneva College at timepoint 1 and 198 participants from Covenant and 554 from Geneva College at timepoint 2. Seroprevalence rates were 2.3% and 1.6% at timepoint 1, and 0.5% and 3.97% at timepoint 2 at Covenant and Geneva Colleges, respectively. 
Conclusion:
The results of this study suggest that implementation of strict preventive measures may have kept the spread of COVID-19 low at these colleges during the study period."
2,https://www.medrxiv.org/content/10.1101/2024.04.23.24306212v1,The Causal Association between Gut Microbiota and Pancreatic Cancer: A Two-sample Mendelian Randomization Analysis in European and East Asian Populations,"AbstractBackground and Aim: Alterations in the gut microbiota strongly correlate with the onset of pancreatic cancer (PC). However, any causal relationship between gut microbiota alterations and PC risk remains unknown. 
Methods: We comprehensively investigated PC-related microorganisms in European and East Asian populations through the application of Mendelian randomization (MR). The PC genome-wide association study (GWAS) databases for European and East Asian individuals were acquired from the UK and Japanese Biobanks, respectively. Primary analytical methods, including the inverse variance weighted (IVW) method, weighted median, Maximum likelihood method and MR PRESSO, were employed to estimate the potential causal association between gut microbiota and PC. Additionally, we performed sensitivity analysis and reverse MR analysis.
Results: By IVW method, overall 17 bacterial taxa were identified with potential causal correlations to PC. The PC-associated gut microbiota signatures varied across different populations. Among these, 4 specific taxa exhibited potential causality with PC, with statistical significance in all four MR methods. Specifically, the Alcaligenaceae family was identified as protective, while genus Sutterella, order Bacilliales and genus Enterohabdus were associated with increased risk of PC. Among the European population within the UK biobank, the Alcaligenaceae family, genus Sutterella, and order Bacillales were connected to PC, while genus Enterohabdus was linked to PC in the Japanese cohort. 
Conclusion: Our study implicates certain members of the gut microbiota in PC onset based on genetics. Further investigations of the gut-pancreas axis may lead to the development of novel microbiome targeted prevention strategies for PC."
2,https://www.medrxiv.org/content/10.1101/2024.04.23.24306209v1,Age-patterns of severity of clade I mpox in historically endemic countries,"AbstractBackground
The last two years have seen mpox emerge as a notable pandemic threat. The global 2022-23 outbreak of clade II mpox caused over 93,000 cases worldwide, while the 2023-24 epidemic of the more severe clade I virus in the Democratic Republic of Congo (DRC) has caused over 14,000 cases and over 650 deaths thus far. Of particular concern is that both case incidence and mortality in the DRC outbreak are concentrated in children. However, quantification of age variation in severity for clade I infections has been lacking to date.

Methods
Using Bayesian binomial regression models, we analysed data from systematically reviewed clade I outbreaks to estimate case fatality ratios (CFR) by age, smallpox vaccination status and over time. We compared model predictive performance using leave-one-out cross-validation and compared our findings to the ongoing DRC outbreak.

Findings
The CFR had a near-reciprocal relationship with age, declining from 9.7% (95% credible interval: 6.9%-13.0%) among 5-year-olds to 1.2% (95%CrI: 0.3%-3.7%) by age 30. Accounting for vaccination status in addition to age did not improve model fit, but posterior parameter estimates suggest substantial vaccine-protection against death. Reanalysis incorporating cases from the ongoing DRC outbreak suggested less steep declines in severity with age and a protective effect of vaccination against death of 64% (95%CrI: -3.4%-95.6%) and reduction in severity over time.
 
Interpretation
We provide estimates of the mpox clade I CFR in historically endemic settings by vaccine status, and find the highest risk of death in the youngest children.

Funding: Wellcome, NIHR, MRC, Community Jameel"
2,https://www.medrxiv.org/content/10.1101/2024.04.03.24305276v3,All You Need Is Context: Clinician Evaluations of various iterations of a Large Language Model-Based First Aid Decision Support Tool in Ghana,"AbstractAs advancements in research and development
expand the capabilities of Large Language Models (LLMs),
there is a growing focus on their applications within the
healthcare sector, driven by the large volume of data generated
in healthcare. There are a few medicine-oriented evaluation
datasets and benchmarks for assessing the performance of
various LLMs in clinical scenarios; however, there is a paucity
of information on the real-world usefulness of LLMs in context-
specific scenarios in resource-constrained settings. In this work,
5 iterations of a decision support tool for medical emergencies
using 5 distinct generalized LLMs were constructed, alongside a
combination of Prompt Engineering and Retrieval Augmented
Generation techniques. Quantitative and qualitative evaluations
of the LLM responses were provided by 12 physicians (general
practitioners) with an average of 2 years of practice experience
managing medical emergencies in resource-constrained settings
in Ghana."
2,https://www.medrxiv.org/content/10.1101/2023.12.08.23299235v2,Association of Daily Step Count and Postoperative Surgical Complications Among All of Us Research Participants,"AbstractBackground
The association between preoperative wearable device step counts and surgical outcomes has not been examined using commercial devices linked to electronic health records (EHR) at a population level. This study measured the association between daily preoperative step counts and postoperative complications. 
 
Study Design
Data was obtained using the All of Us (AOU) Research program, a nationwide initiative to collect EHR and health-related data from the population. Included were patients who underwent a surgical procedure included in the National Surgical Quality Improvement Program (NSQIP) targeted procedures dataset. Excluded were patients without complete perioperative FitBit data. Primary outcome was the development of a postoperative complication. All analyses were performed in the AOU researcher workbench. 
 
Results
Of 27,150 patients who underwent a surgical procedure, 475 participants with preoperative wearable data were included. 74.7% were female and 85.2% were White. The average age was 57.2 years. The overall rate of postoperative complications was 12.6%. Patients averaging fewer than 7,500 daily steps were at increased odds for developing a postoperative complication (OR 1.83, 95% CI [1.01, 3.31]). Following adjustment for age, sex, race, comorbid disease, body mass index (BMI), and relative procedure risk, patients with a baseline average steps/day < 7,500 were at increased odds for postoperative complication (aOR = 2.06, 95% CI [1.05, 4.06]). 
 
Conclusions
This study found an increase in overall postoperative complication rate in patients recording lower average preoperative step counts. Patients with a baseline of less than 7,500 steps per day had increased odds of postoperative complications in this cohort. This population data supports the use of wearable devices for surgical risk stratification and suggests step count may help to measure preoperative fitness."
2,https://www.medrxiv.org/content/10.1101/2024.04.19.24306099v1,Machine Learning-driven Histotype Diagnosis of Ovarian Carcinoma: Insights from the OCEAN AI Challenge,"AbstractOvarian cancer poses a significant health burden as one of the deadliest malignancies affecting women globally. Histotype assignment of epithelial ovarian cancers can be challenging due to morphologic overlap, inter-observer variability, and the lack of ancillary diagnostic techniques in some areas of the world. Moreover, rare cancers can pose particular diagnostic difficulties because of a relative lack of familiarity with them, underscoring the necessity for robust diagnostic methodologies. The emergence of Artificial Intelligence (AI) has brought promising prospects to the realm of ovarian cancer diagnosis. While various studies have underscored AI's promise, its validation across multiple healthcare centers and hospitals has been limited. Inspired by innovations in medical imaging driven by public competitions, we initiated the Ovarian Cancer subtypE clAssification and outlier detectioN (OCEAN) challenge, the most extensive histopathology competition to
date."
2,https://www.medrxiv.org/content/10.1101/2024.04.22.24306177v1,Scanner-based real-time 3D brain+body slice-to-volume reconstruction for T2-weighted 0.55T low field fetal MRI,"AbstractPurpose: Integrating the SVRTK methods within the Gadgetron framework enables automated 3D fetal brain and body reconstruction in the low-field 0.55T MRI scanner within the duration of the scan. Methods: A deep-learning based, integrated, robust, and deployable workflow from several motion-corrupted individual T2-weighted single-shot Turbo Spin Echo stacks to produce super-resolved 3D reconstructed fetal brain and body is enabled by combining automated deformable and rigid Slice-to-Volume (D/SVR) reconstruction adapted for low field MRI with a real-time scanner-based Gadgetron workflow. Qualitative evaluation of the pipeline in terms of image quality and efficiency is performed in 12 prospectively acquired fetal datasets from the 22-40 weeks gestational age range.
Results: The reconstructions were available on average 6:42+-3:13 minutes after the acquisition of the final stack and could be assessed and archived on the scanner console during the ongoing fetal MRI scan. The output image data quality was rated as good to acceptable for interpretation. The additional retrospective testing of the pipeline on 83 0.55T datasets demonstrated stable reconstruction quality for low-field MRI.
Conclusion: The proposed pipeline allows scanner-based prospective motion correction for low-field fetal MRI. The main novel components of this work are the compilation of automated fetal and body D/SVR methods into one combined pipeline, the first application of 3D reconstruction methods to 0.55T T2-weighted data, and the online integration into the scanner environment."
2,https://www.medrxiv.org/content/10.1101/2023.09.28.23295896v2,Most users of a prenatal consultation dedicated to future fathers are immigrants facing hardship,"AbstractBackground: Prenatal care provides pregnant women with repeated opportunities for prevention, screening and diagnosis that have no current extension to future fathers. It also contributes to women general better access to health. The goal of PARTAGE study was to evaluate the level and determinants of adherence to a prenatal prevention consultation dedicated to men.
Methods: Between January 2021 and April 2022, we conducted a monocentric interventional study in Montreuil hospital. We assessed the acceptance of a prenatal prevention consultation newly offered to every future father, through their pregnant partner's prior consent to provide their contact details.
Results: 3,038 women provided contact information used to reach the fathers; effective contact was established with 2,516 men, of whom 1,333 (53%) came for prenatal prevention consultation. Immigrant men were more likely to come than French-born men (56% versus 49%, p < 0.001), and the more they faced social hardship, the more likely they were to accept the offer. In multivariate analysis, men born in Subsaharan Africa and Asia were twice as likely to attend the consultation as those born in Europe or North America.
Conclusion: Acceptance of this new offer was high. Moreover, this consultation was perceived by vulnerable immigrant men as an opportunity to integrate a healthcare system they would otherwise remain deprived of."
3,https://www.medrxiv.org/content/10.1101/2024.04.22.24306189v2,Insights into Predicting Tooth Extraction from Panoramic Dental Images: Artificial Intelligence vs. Dentists,"AbstractObjectives: Tooth extraction is one of the most frequently performed medical procedures. The indication is based on the combination of clinical and radiological examination and individual patient parameters and should be made with great care. However, determining whether a tooth should be extracted is not always a straightforward decision. Moreover, visual and cognitive pitfalls in the analysis of radiographs may lead to incorrect decisions. Artificial intelligence (AI) could be used as a decision support tool to provide a score of tooth extractability. 
Material and Methods: Using 26,956 single teeth images from 1,184 panoramic radiographs (PANs), we trained a ResNet50 network to classify teeth as either extraction-worthy or preservable. For this purpose, teeth were cropped with different margins from PANs and annotated. The usefulness of the AI-based classification as well that of dentists was evaluated on a test dataset. In addition, the explainability of the best AI model was visualized via a class activation mapping using CAMERAS.
Results: The ROC-AUC for the best AI model to discriminate teeth worthy of preservation was 0.901 with 2% margin on dental images. In contrast, the average ROC-AUC for dentists was only 0.797.  With a 19.1% tooth extractions prevalence, the AI model's PR-AUC was 0.749, while the human evaluation only reached 0.589.
Conclusion: AI models outperform dentists/specialists in predicting tooth extraction based solely on X-ray images, while the AI performance improves with increasing contextual information. 
Clinical Relevance: AI could help monitor at-risk teeth and reduce errors in indications for extractions."
